X|Y
478|7
957|8
561|4
138|7
181|8
611|9
646|7
898|10
445|9
655|8
546|10
930|4
493|5
232|8
452|1
374|4
266|6
310|2
0|0
834|8
352|2
480|4
8|8
969|7
306|7
784|0
817|6
611|4
815|3
561|0
193|5
903|6
447|8
255|6
732|2
399|10
225|6
81|4
640|6
529|3
826|9
278|10
664|4
828|8
422|4
873|3
186|1
296|2
652|1
632|7
278|7
503|9
328|3
155|0
992|0
22|8
995|2
288|1
128|4
744|7
238|0
154|1
505|0
350|3
319|6
380|7
713|7
338|0
863|1
57|2
794|4
73|6
481|8
196|2
836|4
848|6
124|0
394|3
253|7
203|0
752|7
533|1
213|10
398|7
984|10
958|4
162|5
745|10
762|0
533|8
259|1
653|7
203|4
908|5
884|0
223|10
241|1
444|10
15|5
813|2
598|4
405|1
9|3
595|0
704|7
158|9
789|5
254|1
511|2
702|1
346|9
61|10
364|0
157|10
810|8
128|1
238|7
571|5
774|10
824|5
750|7
21|3
366|6
256|2
496|0
572|7
555|4
194|7
191|9
356|8
749|5
281|7
936|9
164|8
543|1
460|2
839|4
554|4
464|5
794|0
518|10
751|6
904|2
634|0
794|5
244|9
738|5
674|1
838|8
194|6
699|8
784|7
157|8
289|9
419|5
329|10
98|1
674|8
44|1
182|2
206|0
497|1
101|3
584|0
856|10
673|6
538|7
718|9
262|9
375|0
620|3
13|1
671|3
950|7
479|1
62|10
571|5
841|6
813|5
843|0
272|9
41|8
854|1
79|4
983|3
99|8
742|1
544|3
194|6
538|3
254|10
640|9
571|2
425|8
784|1
590|10
690|5
719|7
437|10
170|1
563|2
516|6
673|5
546|2
453|9
924|5
563|5
865|5
422|5
440|10
623|5
576|3
219|8
784|6
948|8
368|4
458|7
0|6
291|0
16|9
138|8
6|4
227|4
876|3
22|5
941|4
523|8
584|8
158|9
38|1
364|7
141|2
375|4
255|9
262|3
94|4
409|9
939|9
751|3
740|1
811|5
177|7
845|7
839|9
609|1
307|10
748|0
390|9
798|1
943|0
356|5
426|6
890|1
765|3
869|10
950|9
649|0
391|10
312|0
42|8
552|5
153|9
514|5
156|3
689|0
994|6
770|7
589|9
92|8
442|3
805|4
151|6
344|2
487|1
763|9
561|0
268|6
408|1
444|8
780|2
492|2
202|8
404|7
585|10
574|3
753|9
252|8
73|3
795|4
331|6
946|10
91|9
687|1
433|6
356|5
328|3
608|5
24|10
173|4
631|5
638|7
451|2
946|0
204|3
382|10
775|2
115|1
248|0
948|9
889|2
14|4
710|5
312|1
482|7
339|0
757|3
216|8
559|3
768|8
561|4
637|7
711|2
18|10
596|6
539|10
261|0
61|2
205|4
277|9
476|0
967|10
68|0
676|6
678|4
368|10
19|1
888|4
395|10
389|3
1000|8
925|1
496|5
544|9
190|1
512|3
574|7
40|0
944|3
312|8
501|5
762|6
18|2
700|5
363|5
309|10
513|3
831|4
640|0
899|4
911|6
966|0
971|8
230|4
349|2
672|6
89|2
533|6
627|10
702|10
427|3
586|3
436|2
931|4
337|9
555|7
211|2
141|10
554|9
819|10
883|3
316|2
931|8
440|2
671|2
939|9
325|2
570|1
971|8
188|1
859|5
744|2
783|0
901|5
984|6
310|6
763|7
955|10
155|4
109|3
189|2
780|0
631|9
620|4
627|9
610|3
236|3
26|10
81|5
137|7
866|8
480|9
382|10
872|2
503|6
140|7
197|2
33|3
782|6
947|0
973|4
227|6
207|10
67|3
949|2
887|7
501|9
887|5
908|7
437|3
794|6
622|0
737|6
403|5
961|9
608|9
537|8
896|10
533|0
462|1
846|7
898|0
531|3
405|8
571|0
528|6
985|10
194|0
450|4
905|6
792|4
472|4
432|2
627|4
706|0
925|8
474|2
462|10
739|1
115|8
797|2
960|9
138|8
423|6
461|5
183|0
604|7
903|3
92|7
331|4
928|10
735|2
93|1
723|1
649|7
87|5
724|8
744|6
626|8
387|2
389|8
786|0
934|2
579|5
883|10
166|2
183|2
429|0
316|4
295|7
185|10
920|1
983|2
3|3
783|9
12|4
509|7
556|7
622|0
243|7
602|3
487|10
419|7
81|7
614|9
250|0
284|8
643|9
839|8
50|3
151|2
668|0
37|5
874|2
683|0
858|9
305|9
942|5
50|1
426|1
165|2
291|10
676|9
586|9
181|8
767|7
368|9
95|0
330|4
919|5
839|6
776|1
863|6
66|8
482|4
124|2
337|4
423|8
214|8
626|3
111|0
747|9
541|10
495|1
956|9
437|4
868|9
265|5
588|8
362|9
629|2
508|9
746|8
509|10
827|7
904|2
238|9
198|4
121|0
476|0
815|10
755|1
818|3
424|9
46|6
358|5
825|8
217|10
655|0
706|3
260|4
315|1
518|4
331|8
116|0
341|10
405|5
630|9
852|0
198|2
853|5
944|5
490|10
816|7
661|0
493|2
642|2
913|7
917|8
473|5
950|6
855|0
306|8
742|9
323|10
548|8
213|0
701|9
818|5
67|5
287|2
347|0
641|6
862|8
584|2
398|9
609|2
885|1
722|4
726|5
278|0
88|6
898|7
380|3
849|7
221|4
309|8
114|2
803|5
796|0
935|3
454|1
25|8
926|7
157|8
348|3
750|7
317|8
146|5
841|1
692|8
210|2
470|0
730|6
118|8
318|0
703|0
892|9
341|1
910|7
105|0
784|8
763|10
23|4
776|9
654|4
328|3
197|3
283|4
326|8
687|7
279|1
161|2
117|4
981|0
573|9
104|8
555|3
562|5
277|5
965|2
587|4
175|3
318|1
913|9
553|5
51|7
29|2
924|7
51|10
392|1
88|0
401|6
721|2
912|9
644|9
631|7
319|5
837|5
730|3
828|10
80|8
581|7
95|2
99|7
317|7
659|10
481|7
970|3
147|3
264|9
401|5
716|2
338|10
464|5
30|7
486|1
359|1
472|7
289|2
618|5
130|9
105|8
837|6
333|1
665|8
811|1
545|4
410|7
423|9
635|3
561|3
997|2
393|7
348|1
833|3
441|9
580|6
557|5
177|3
685|10
757|1
856|9
117|7
610|9
333|7
99|8
180|7
978|4
71|6
111|9
833|10
789|9
335|6
660|7
62|10
222|1
908|2
924|9
829|10
775|0
676|2
463|2
298|8
630|6
457|9
210|3
898|10
306|5
813|9
311|10
735|6
91|5
8|9
522|9
867|6
872|2
63|4
922|5
991|8
0|0
840|8
112|5
886|4
240|0
719|6
403|9
325|10
415|6
445|6
216|8
177|10
142|7
568|3
863|6
860|5
157|6
893|4
128|10
11|2
663|1
147|0
673|7
998|6
86|2
657|2
880|6
915|7
952|9
638|6
465|2
434|8
839|8
393|7
231|5
434|2
7|9
510|9
729|3
275|8
948|6
590|8
34|5
581|0
721|7
115|5
493|9
145|1
879|8
476|4
80|8
911|8
90|9
483|3
759|10
983|10
79|10
648|10
817|8
319|9
54|9
547|5
480|0
524|7
587|7
431|5
983|5
296|4
36|2
767|9
744|4
266|9
644|0
592|7
586|2
672|0
828|4
27|9
496|4
129|1
78|8
258|4
630|2
281|4
14|4
618|1
931|2
756|9
674|2
378|7
267|2
496|3
818|2
882|8
351|0
990|1
609|2
857|2
770|7
788|6
243|6
450|10
171|10
591|3
55|5
270|10
53|1
475|2
487|6
487|4
239|8
699|6
485|6
148|4
891|8
12|6
949|4
391|7
323|10
699|8
99|0
652|8
979|5
625|6
878|10
343|4
273|4
261|1
598|10
472|6
767|10
751|3
602|10
532|3
693|5
320|2
10|8
8|10
12|1
100|6
106|8
456|10
224|5
257|4
34|3
634|0
58|1
672|9
973|3
653|9
725|1
88|1
133|9
672|6
579|10
917|2
712|1
259|2
478|4
958|10
654|1
944|7
787|4
708|6
788|10
263|5
799|2
283|1
391|0
340|6
264|0
182|4
71|7
950|7
624|3
182|6
503|10
147|1
787|8
223|6
658|9
934|1
732|7
105|4
74|0
585|1
795|4
19|7
152|7
655|10
955|0
680|0
272|6
716|2
926|5
588|6
527|0
489|7
413|6
553|1
3|3
977|6
124|7
548|9
341|5
310|10
56|6
981|10
92|10
547|5
82|5
778|7
663|4
180|3
40|8
676|6
306|3
917|6
645|1
498|5
906|1
448|10
143|3
197|0
737|0
244|9
398|7
811|1
658|8
511|4
988|8
989|7
37|0
57|5
806|5
415|0
216|1
683|10
469|8
891|10
152|8
238|9
37|1
500|2
19|10
928|7
46|9
718|3
133|10
176|0
51|10
840|4
467|1
174|9
65|9
116|1
609|7
225|9
823|1
436|3
830|5
411|10
123|5
589|10
140|8
856|5
782|3
607|0
343|2
123|1
144|4
172|6
566|5
449|2
947|3
41|9
102|2
627|10
796|6
16|2
82|7
7|0
948|2
723|1
607|10
426|4
708|7
211|2
655|2
535|4
421|7
960|3
625|2
610|0
734|2
626|7
642|1
356|4
4|6
241|8
120|3
1000|8
633|1
883|5
519|8
475|3
675|10
283|3
198|0
815|1
701|2
509|7
163|2
944|10
55|0
372|10
214|4
257|6
631|5
44|7
758|1
947|0
180|8
804|2
496|0
118|8
916|1
738|3
606|7
333|9
203|6
919|10
235|5
333|1
100|3
755|3
890|6
384|3
75|3
599|7
55|7
148|6
950|3
465|9
396|2
139|5
737|7
647|3
998|5
207|4
130|5
708|0
61|9
139|4
872|1
469|7
175|6
225|5
618|4
808|2
975|10
927|9
591|2
875|8
88|3
877|6
500|8
605|3
857|7
285|7
747|0
753|6
253|3
444|5
227|9
968|9
935|2
919|9
427|0
41|0
751|7
34|8
543|6
490|6
463|1
246|7
571|1
709|0
972|6
135|3
302|5
663|3
16|1
685|7
165|4
878|7
765|9
24|9
474|7
895|2
189|6
641|5
720|7
1|10
72|10
914|6
543|5
303|0
770|6
714|4
555|9
813|9
806|3
82|10
901|9
753|5
527|0
372|10
113|0
374|6
633|7
374|0
179|5
572|10
574|1
141|3
244|5
116|8
489|10
892|9
771|3
328|3
919|5
515|4
433|10
55|4
381|1
463|5
513|7
849|8
481|1
694|8
921|8
462|4
376|9
968|10
192|1
89|7
400|1
295|2
111|1
282|2
713|1
508|2
895|2
533|3
23|10
426|4
554|10
485|2
430|5
755|7
21|10
193|4
22|1
854|3
660|8
421|5
351|9
661|10
497|5
681|9
862|8
455|8
311|7
135|9
175|4
232|4
380|7
788|4
151|0
291|5
979|7
633|2
728|2
292|8
996|2
859|2
813|10
165|2
119|3
324|0
129|9
266|7
188|5
575|3
681|0
352|5
381|2
552|7
546|2
124|4
414|0
786|7
970|2
950|7
159|5
993|0
999|8
339|8
722|10
485|4
992|4
682|9
818|2
746|9
346|7
749|1
921|7
142|0
564|10
315|1
411|0
861|9
456|3
94|5
56|5
656|9
597|3
227|8
200|4
85|0
869|8
693|7
980|10
999|1
403|8
502|3
617|5
523|9
930|0
369|10
151|6
378|6
381|6
291|0
359|5
1000|4
895|7
89|8
745|3
759|7
822|6
295|7
825|2
746|6
142|6
612|9
147|1
310|3
888|7
343|8
955|1
774|9
90|6
419|0
936|10
424|4
569|2
727|7
773|9
204|2
852|2
296|6
502|8
842|0
854|4
311|9
572|7
229|7
810|0
157|0
307|4
854|10
483|10
669|1
914|10
427|4
503|2
250|10
122|0
504|4
613|1
595|5
579|7
889|6
643|4
487|10
382|1
750|8
17|9
166|4
59|9
327|2
899|7
365|2
54|2
369|4
651|6
49|5
298|4
654|8
526|1
784|3
187|10
613|1
556|2
893|5
846|5
819|10
277|4
714|10
98|5
593|8
843|5
13|2
530|2
381|4
421|7
943|5
104|2
158|3
226|8
814|3
628|8
866|8
729|8
719|8
427|1
938|7
119|1
945|2
491|0
319|5
142|5
911|7
535|9
176|5
29|4
227|1
877|2
704|2
314|3
214|2
80|2
707|6
79|1
793|0
775|7
43|6
110|3
812|0
525|10
60|9
121|7
44|4
308|1
10|10
801|1
942|1
210|9
922|9
189|3
359|10
92|0
866|2
971|4
356|9
164|5
799|8
247|9
583|8
101|1
781|9
541|0
732|3
987|3
175|4
4|8
946|1
942|3
871|8
375|7
189|9
689|7
185|1
388|5
219|6
233|8
115|6
126|5
112|7
139|8
780|7
721|5
570|4
84|0
505|5
394|1
467|4
753|9
703|4
231|7
417|8
875|4
193|6
916|1
961|7
376|10
13|2
503|10
107|10
448|6
674|8
87|10
146|1
410|6
104|9
66|2
998|5
346|3
609|3
125|6
858|3
742|6
285|7
607|9
774|4
965|10
364|6
682|7
972|9
496|6
285|8
